"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"011896308","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","1984","Devatena'ct set osmdesa't čtyři ; Nineteen eighty-four. Czech","","","Czechoslovakia","Praha","Naše vojsko","1991","","268 pages","","YA.1992.a.4018","Fiction in English--1900-1945--Translations","","Czech","",""
"011896945","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Jotischky, László [person] ; Orwell, George, 1903-1950 [person]","1984","Ezerkilenszáznyolcvannégy ; Nineteen eighty-four. Hungarian","","","England","London","","1984","","301 leaves","","X.955/2260","Fiction in English--1900-1945","","Hungarian","Fully broadcast, in instalments, by the BBC Hungarian Section, from January 1984 to February 1985 ; Typescript",""
"011897121","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Állati gazdaság","Animal farm. Hungarian","","","Hungary","Budapest","AB Független","1984","","92 pages","","Cup.921/97","Fiction in English--1900-1945--Translations","","Hungarian","A samizdat publication ; Typescript",""
"011898006","Monograph","Language material ; Text","Volume","","","","Daszewski, Z.","","person","","Daszewski, Z. [person]","Trzy ksia̢żki, G. Orwell'a, Cz. Miłosza, W. Gombrowicza : ocena polemiczna","","","","United States of America","New York","","1954","","24 pages, 19 cm","","YA.1999.a.7252","Gombrowicz, Witold ; Miłosz, Czesław ; Orwell, George, 1903-1950","","Polish","Cover title",""
"011898601","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Radio Free Europe, Romanian Broadcasting Department [organisation] ; Orwell, George, 1903-1950 [person]","'1984'","Nineteen eighty-four. Romanian ; O mie mouă sute optzeci şi patru","","","Germany","Munich","Radio Free Europe","1984","","160 leaves","","X.955/2351","Fiction in English--1900-1945--Translations","","Romanian","Broadcast in instalments by the Romanian Broadcasting Department of Radio Free Europe ; Typescript",""
"011928039","Monograph","Language material ; Text","Volume","GB97W4086","","9780140270853","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","","","England","London","Martin Secker & Warburg ; Penguin","1997","","viii, 276 pages, 18 cm","823.912","H.97/2430","Wealth--Fiction ; Advertising--Fiction ; Writer's block--Fiction","","English","Film and TV tie-in",""
"011928224","Monograph","Language material ; Text","Volume","GB9858169","","9780140278736","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Martin Secker & Warburg ; Penguin","1998","","94 pages, 18 cm","823.912","H.2000/2640","Animals--Fiction","","English","This text first published by Secker & Warburg, 1987",""
"011928226","Monograph","Language material ; Text","Volume","GB98X4534","","9780140278774","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Penguin ; Secker & Warburg","1998","","325 pages, 19 cm","823.912","H.98/1644","Totalitarianism--Fiction","Humour or satire","English","Originally published: London : Secker & Warburg, 1949",""
"011928325","Monograph","Language material ; Text","Volume","GB9917321","","9780140282566","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","England","London","Penguin","1999","","216 pages, 18 cm","362.509421","H.2000/1319","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--France--Paris ; Homelessness--France--Paris--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--England--London","","English","Originally published, London: Gollancz, 1933",""
"011934087","Monograph","Language material ; Text","Volume","GB9014067","","9780140772531","Coote, Stephen","","person","","Coote, Stephen [person]","George Orwell, Animal farm","","Penguin passnotes","","England","Harmondsworth","Penguin","1990","","84 pages, 20 cm","823.912","YK.1990.a.7113","Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","English","",""
"011934099","Monograph","Language material ; Text","Volume","GB99X5273","","9780140772845","Coote, Stephen","","person","","Coote, Stephen [person]","George Orwell, Animal farm","","Penguin study notes","","England","London","Penguin","1999","","90 pages, 20 cm","823.912","YC.2001.a.4694","Orwell, George, 1903-1950","","English","",""
"011934662","Monograph","Language material ; Text","Volume","GBA3Y2900","","9780141005355","Hitchens, Christopher","","person","","Hitchens, Christopher [person]","Orwell's victory","","","","England","London","Penguin","2003","","x, 187 pages, 20 cm","823.912","YC.2003.a.9122","Orwell, George, 1903-1950--Criticism and interpretation","","English","Originally published: London: Allen Lane, 2002",""
"011934889","Monograph","Language material ; Text","Volume","GB99V2969","","9780141182476","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Martin Secker & Warburg ; Penguin","2000","","xx, 325 pages, 20 cm","823.912","H.2000/1163","Totalitarianism--Fiction","Dystopia ; Fiction","English","Originally published: London: Secker & Warburg, 1949",""
"011934900","Monograph","Language material ; Text","Volume","GB99V1894","","9780141182704","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","Penguin classics","","England","London","Penguin","2000","","xx, 113 pages, 20 cm","823.912","H.2000/729","Livestock--Fiction ; Farms--Fiction ; Political corruption--Fiction","Fiction","English","Originally published: London: Secker & Warburg, 1945",""
"011934914","Monograph","Language material ; Text","Volume","GB99U6806","","9780141183053","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Homage to Catalonia","","Penguin classics","","England","London","Martin Secker & Warburg ; Penguin","2000","New edition","xvii, 247 pages, 20 cm","946.081092","YK.2000.a.5010 ; m04/14839","Spain--Politics and government--1931-1939 ; Orwell, George, 1903-1950 ; Spain--History--Civil War, 1936-1939--Personal narratives, British","","English","This edition includes an introduction and a new note. -Previous edition (i.e. Complete works edition) : London : Secker & Warburg, 1986",""
"011934915","Monograph","Language material ; Text","Volume","GBA0Y7656","","9780141183060","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","George Orwell : essays","Essays. Selections ; Penguin essays of George Orwell","Penguin classics","","England","London","Penguin ; Secker & Warburg","2000","","xxv, 466 pages, 20 cm","824.912","YC.2000.a.8747 ; m03/13621","Essays","","English","Originally published as: The Penguin essays of George Orwell. 1984",""
"011934975","Monograph","Language material ; Text","Volume","GBA0X7678","","9780141184654","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","A clergyman's daughter","","Penguin classics","","England","London","Penguin","2000","","vii, 296 pages, 20 cm","823.912","H.2001/1857","Poverty--England--Suffolk--Fiction ; England--Social life and conditions--20th century--Fiction ; Amnesia--Fiction ; Single women--England--London--Fiction ; Clergy--England--Suffolk--Fiction ; Fathers and daughters--England--Suffolk--Fiction","Fiction","English","",""
"011934992","Monograph","Language material ; Text","Volume","GBA1Z1812","","9780141185163","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Orwell in Spain : the full text of Homage to Catalonia, with associated articles, reviews and letters from The complete works of George Orwell","Homage to Catalonia ; Prose works. Selections","Penguin classics","","England","London","Penguin","2001","","xx, 393 pages, 20 cm","946.081092","YC.2001.a.7164 ; m06/.40237","Spain--Politics and government--1931-1939 ; Orwell, George, 1903-1950 ; Spain--History--Civil War, 1936-1939--Personal narratives, British","Personal narrative","English","",""
"011934993","Monograph","Language material ; Text","Volume","GBA1Z1811","","9780141185170","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Orwell's England : the Road to Wigan Pier in the context of essays, reviews, letters and poems selected from the Complete works of George Orwell","Works. Selections","Penguin classics","","England","London","Penguin","2001","","xxii, 432 pages, 32 pages of plates, illustrations, 20 cm","942.082","YC.2001.a.8171 ; m02/16891","National characteristics, English ; Great Britain--Politics and government--20th century ; England--Social conditions--20th century","","English","",""
"011934994","Monograph","Language material ; Text","Volume","GBA1Z1810","","9780141185187","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Orwell and politics : Animal farm in the context of essays, reviews and letters selected from the complete works of George Orwell","Animal farm ; Works. Selections","Penguin classics","","England","London","Penguin","2001","","xx, 537 pages, 20 cm","823.912","YC.2001.a.7591 ; m02/23788","Orwell, George, 1903-1950--Political and social views","","English","",""
"011934997","Monograph","Language material ; Text","Volume","GBA1Z9928","","9780141185293","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The road to Wigan pier","","Penguin classics","","England","London","Martin Secker & Warburg ; Penguin","2001","","xv, 214 pages, 32 pages of plates, illustrations, 20 cm","305.56209428","YC.2001.a.6539","Working class--Great Britain ; Socialism ; Unemployment--Great Britain ; Great Britain--Social conditions--20th century","","English","Originally published : London : Gollancz, 1937",""
"011934999","Monograph","Language material ; Text","Volume","GBA169260","","9780141185378","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","Penguin classics","","England","London","Penguin","2001","","viii, 299 pages, 1 map, 20 cm","823.912","H.2001/5156","British--Burma--Fiction ; Physicians--Burma--Fiction ; Lumber trade--Burma--Fiction","Fiction","English","Originally published: New York, Harper & Brothers, 1934",""
"011935011","Monograph","Language material ; Text","Volume","GBA0W1187","","9780141185699","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Coming up for air","","Penguin classics","","England","London","Martin Secker & Warburg ; Penguin","2000","","vi, 246 pages, 20 cm","823.912","H.2001/4780","Suburban life--England--Fiction ; Middle aged men--England--Fiction ; Great Britain--Social life and customs--1918-1945--Fiction ; Insurance agents--England--Fiction","Fiction ; Humour or satire","English","",""
"011935093","Monograph","Language material ; Text","Volume","GBA3Y2891","","9780141187358","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Penguin","2003","","xxv, 355 pages, 20 cm","823.912","H.2004/316","Totalitarianism--Fiction","Dystopia ; Fiction","English","Originally published: London : Secker & Warburg, 1949",""
"011935094","Monograph","Language material ; Text","Volume","GBA343669","","9780141187365","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","Orwell centenary edition","","England","London","Penguin","2003","","230 pages, 20 cm","362.50942109043","YC.2003.a.17130","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950 ; Homelessness--France--Paris--History--20th century ; Novelists, English--20th century--Biography ; Poor--France--Paris--History--20th century ; Poor--England--London--History--20th century","Biography","English","This edition originally published in The complete works of George Orwell, London: Secker & Warburg, 1986",""
"011935095","Monograph","Language material ; Text","Volume","GBA3Y2889","","9780141187372","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Homage to Catalonia","","Orwell centenary edition","","England","London","Penguin","2003","","250 pages, 20 cm","946.081","YC.2004.a.2722","Orwell, George, 1903-1950--Correspondence ; Spain--History--Civil War, 1936-1939--Personal narratives, British","Correspondence ; Personal narrative","English","Originally published: London : Secker & Warburg, 1938",""
"011935096","Monograph","Language material ; Text","Volume","GBA3Y2887","","9780141187396","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Shooting an elephant","Essays. Selections","","","England","London","Penguin","2003","Orwell centenary edition","357 pages, 20 cm","824.912","YC.2003.a.8847","","","English","",""
"011935878","Monograph","Language material ; Text","Volume","GB9591283","","9780146000621","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Pages from a scullion's diary : an extract from 'Down and out in Paris and London'","Down and out in Paris and London","Penguin 60s","","England","London","Penguin","1995","","53 pages, 14 cm","362.5","H.96/97","Homelessness","","English","'This extract is taken from the edition of Down and out in Paris and London that was published by Penguin books in 1991' - t.p. verso",""
"011946361","Monograph","Language material ; Text","Volume","GB9028025","","9780195039542","Rodden, John","","person","","Rodden, John [person]","The politics of literary reputation : the making and claiming of 'St. George' Orwell","","","","England ; United States of America","New York ; Oxford","Oxford University Press","1989","","xiii, 478 pages, illustrations, 25 cm","823.912","89/24662 ; YH.1990.b.234","Orwell, George, 1903-1950--Criticism and interpretation--History ; Canon (Literature) ; Fiction in English--Orwell, George--1903-1950","","English","Includes index",""
"011952036","Monograph","Language material ; Text","Volume","","","9780391022027","Bal, Sant Singh","1942-","person","","Bal, Sant Singh, 1942- [person]","George Orwell : the ethical imagination","","","","India","New Delhi","Arnold Heinemann","1981","","254 pages, 22 cm","","81/27868 ; X.529/48676","Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","English","",""
"011952398","Monograph","Language material ; Text","Volume","GB8601653","","9780393019087","Slater, Ian","1941-","person","","Slater, Ian, 1941- [person]","Orwell : the road to airstrip one","","","","England ; United States of America","London ; New York","Norton","1985","","302 pages, 22 cm","823.912","X.950/48557","Fiction in English--Orwell, George--1903-1950--Biographies ; Orwell, George, 1903-1950--Criticism and interpretation","","English","bibliography: p281-288. _ Includes index",""
"011953195","Monograph","Language material ; Text","Volume","GBA145241","","9780393047929","Meyers, Jeffrey","","person","","Meyers, Jeffrey [person]","Orwell : wintry conscience of a generation","","","","England ; United States of America","London ; New York","W.W. Norton","2000","","xvi, 380 pages, maps, portraits, 24 cm","828.91209","YC.2001.a.12454","Literature and society--England--History--20th century ; Authors, English--20th century--Biography ; Politics and literature--England--History--20th century ; Orwell, George, 1903-1950","Biography","English","",""
"011953684","Monograph","Language material ; Text","Volume","GBA171046","","9780393322637","Meyers, Jeffrey","","person","","Meyers, Jeffrey [person]","Orwell : wintry conscience of a generation","","","","England ; United States of America","London ; New York","Norton","2001","","xviii, 380 pages, illustrations, maps, portraits, 21 cm","823.912","YC.2001.a.20344","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"011962729","Monograph","Language material ; Text","Volume","GB7805574","","9780413375704","Burton, H. M. (Harry McGuire)","","person","","Burton, H. M. (Harry McGuire) [person]","Notes on George Orwell's 'Nineteen eighty-four'","","Study-aid series","","England","London","Methuen","1977","","7, 38 pages, 22 cm","823.912","X.909/42086","Fiction in English--Orwell, George--Nineteen eighty-four ; Orwell, George, 1903-1950","","English","",""
"011963890","Monograph","Language material ; Text","Volume","GB8540551","","9780413600608","Hall, Peter","1930-2017","person","","Mitchell, Adrian, 1932-2008 [person] ; Orwell, George, 1903-1950 [person] ; Peaslee, Richard [person] ; Hall, Peter, 1930-2017 [person]","George Orwell's Animal farm","Animal farm","Methuen young drama","","England","London","Methuen","1985","","59, 76 pages, music, 20 cm","822.914","X.439/13853","Drama in English--1945---Texts ; Musicals--Vocal scores with piano ; Musicals--Librettos","","English","",""
"011981448","Monograph","Language material ; Text","Volume","GBA3Y2586","","9780701169190","Taylor, D. J. (David John)","1960-","person","","Taylor, D. J. (David John), 1960- [person]","Orwell","","","","England","London","Chatto & Windus","2003","","448 pages, 16 pages of plates, illustrations, portraits, 24 cm","823.912","YC.2003.a.9264","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"012013548","Monograph","Language material ; Text","Volume","","","9780893701994 ; 9780893702991","Plank, Robert","","person","","Plank, Robert [person]","George Orwell's guide through hell : a psychological study of nineteen eighty four","","The Milford series Popular writers of today","volume 41 [The Milford series Popular writers of today]","United States of America","San Bernardino, California","Borgo Press","1986","","123 pages, 22 cm","823.912","YA.1989.a.2764","Psychology in literature ; Orwell, George, 1903-1950 ; Psychological fiction, English--History and criticism","","English","",""
"012020406","Monograph","Language material ; Text","Volume","GB9913827","","9780900384943","","","","","Richards, Vernon, 1915- [person]","George Orwell at home (and among the Anarchists) : essays and photographs","","","","England","London","Freedom Press","1998","","75 pages, illustrations, portraits, 28 cm","","YC.2003.b.3163","Authors, English--Biography ; Orwell, George, 1903-1950--Political and social views","Biography","English","",""
"012020447","Monograph","Language material ; Text","Volume","","","9780900392344","Garrett, J. C.","","person","","Garrett, J. C. [person]","Hope or disillusion : three versions of utopia : Nathaniel Hawthorne, Samuel Butler, George Orwell","","University of Canterbury publications","number 34 [University of Canterbury publications]","New Zealand","Christchurch, New Zealand","Committee ; University of Canterbury Publications","1984","","69 pages, 21 cm","823.809372","YA.1987.a.16541","Dystopias in literature ; Butler, Samuel, 1835-1902 ; English fiction--History and criticism ; Utopias in literature ; Fiction in English--American writers--Hawthorne, Nathaniel ; Fiction in English--Butler, Samuel ; Orwell, George, 1903-1950 ; Hawthorne, Nathaniel, 1804-1864 ; Fiction in English--Orwell, George","","English","",""
"012033291","Monograph","Language material ; Text","Volume","GB9490460","","9781853264054","Kipling, Rudyard","1865-1936","person","","Orwell, George, 1903-1950 [person] ; Kipling, Rudyard, 1865-1936 [person]","The works of Rudyard Kipling","Poems","The Wordsworth poetry library","","England","Ware","Wordsworth","1994","","xxviii, 844 pages, 20 cm","821.8","YC.2002.a.12757","English poetry","","English","bibliography: pxxviii. - Includes index",""
"012047870","Monograph","Language material ; Text","Volume","","","9783257202144","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Rieger, Wolfgang [person]","Mein Katalonien","Homage to Catalonia. German","Diogenes Taschenbuch","63/IV [Diogenes Taschenbuch]","Switzerland","Zürich","Diogenes","1975","","286 pages, 18 cm","","X:908/36684","","","German","",""
"012047896","Monograph","Language material ; Text","Volume","","","9783257210002","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Papst, Manfred [person]","Der Weg nach Wigan pier","The road to Wigan pier. German","Diogenes Taschenbuch","21000 [Diogenes Taschenbuch]","Switzerland","Zürich","Diogenes","1982","","232 pages","","X.529/60346","Great Britain--Social conditions--1918-1939","","German","",""
"012052271","Monograph","Language material ; Text","Volume","","","9783406333613","Schröder, Hans-Christoph","","person","","Schröder, Hans-Christoph [person]","George Orwell : eine intellektuelle Biographie","","","","Germany","München","C.H. Beck","1988","","392 pages, 23 cm","828.91209","YA.1992.a.6313","Authors, English--20th century--Biography ; Journalists--Great Britain--Biography ; Orwell, George, 1903-1950","Biography","German","",""
"012056769","Monograph","Language material ; Text","Volume","","","9783428081769","Otto, Dirk","","person","","Otto, Dirk [person]","Das utopische Staatsmodell von Platons Politeia aus der Sicht von Orwells Nineteen Eighty-Four : ein Beitrag zur Bewertung des Totalitarismusvorwurfs gegenüber Platon","","Philosophische Schriften","Band 12 [Philosophische Schriften]","Germany","Berlin","Duncker & Humblot","1994","","341 pages, 24 cm","","YA.1996.b.2081","Utopias--Theories of Plato ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","German","",""
"012065929","Monograph","Language material ; Text","Volume","","","9783492006262","Schwenger, Hannes","1941-","person","","Schwenger, Hannes, 1941- [person]","Im Jahr des Grossen Bruders : Orwells deutsche Wirklichkeit","","Serie Piper","Band 326 [Serie Piper]","Germany","München","R. Piper","1984","3rd Auflage","125 pages, illustrations, 19 cm","","X.958/32466","German language--Political aspects--Anecdotes, facetiae, satire, etc ; Fiction in English--Orwell, George ; German language--1945- ; Orwell, George, 1903-1950 ; German language--Government jargon--Anecdotes, facetiae, satire, etc","","German","",""
"012075514","Monograph","Language material ; Text","Volume","","","9789020911633","Dekeyser, Miel","","person","","Dekeyser, Miel [person]","1984 : krijgen Orwell en Huxley gelijk?","","","","Belgium","Tielt","Lannoo","1984","","264 pages","","X.950/36138","Huxley, Aldous, 1894-1963 ; Fiction in English--Huxley, Aldous--1894-1963 ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","Dutch","",""
"012085816","Monograph","Language material ; Text","Volume","","","9789029532785","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Nuis, Aad [person]","Afscheid van Catalonië","Homage to Catalonia. Dutch","","","Netherlands","Amsterdam","Synopsis","1975","2de druk","204 pages, 20 cm","","X:909/39245","","","Dutch","Dutch edition originally published as 'Saluut an Catalonië', Amsterdam : Arbeiderspers, 1964",""
"012223442","Monograph","Language material ; Text","Volume","GB6203375","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The road to Wigan Pier","","","","United Kingdom","","Penguin ; Secker & Warburg","1962","","204 pages, 18 cm","301.44420941","","","","English","Originally published, Gollancz, 1937",""
"012223957","Monograph","Language material ; Text","Volume","GB6204038","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Coming up for air","","","","United Kingdom","","Penguin ; Secker & Warburg","1962","","232 pages, 18 cm","823.91","","","","English","Originally published, Gollancz, 1939",""
"012223958","Monograph","Language material ; Text","Volume","GB6204039","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","","","United Kingdom","","Penguin ; Secker & Warburg","1962","","264 pages, 18 cm","823.91","","","","English","Originally published, Gollancz, 1936",""
"012224026","Monograph","Language material ; Text","Volume","GB6204111","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Homage to Catalonia","","","","United Kingdom","","Penguin ; Secker & Warburg","1962","","221 pages, 18 cm","946.0810924","","","","English","Originally published- Secker & Warburg,1938",""
"012246906","Monograph","Language material ; Text","Volume","GB7030187","","9780902811003","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Hop-picking : George Orwell in Kent","","","","England","Maidstone","Bridge","1970","","45 pages, 19 cm","633.82","","Hops--England--Kent ; Hop-picking--Kent, 1931--Personal observations","","English","Limited edition of 300 numbered copies ; Originally published as 'Hop-picking' in his 'Collected essays' (B61-9501) . London:Secker & Warburg, 1961",""
"012252790","Monograph","Language material ; Text","Volume","GB7409937","","9780903705059","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Jeleńska, Teresa, 1890-1960 [person]","Folwark zwierzecy","Animal farm","","","England","Hamilton Road, W4 1AL ; London ; Londyn","Odnova ; Odnowa","1974","","3-95 pages, 18 cm","823.91","","Fiction in English ; Fiction in English, 1900---Texts","","Polish","Translation of: 'Animal farm'. London : Secker and Warburg, 1945",""
"012299162","Monograph","Language material ; Text","Volume","GB8512175","","9780140004564","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","272 pages, 18 cm","823.91 ; 823.912","","Fiction in English--1900-1945--Texts","","English","",""
"012299359","Monograph","Language material ; Text","Volume","GB8518998","","9780140011852","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Inside the whale and other essays","Selected essays","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","202 pages, 18 cm","824.912","","Essays in English--1900-1945--Texts","","English","Originally published: 1957",""
"012300069","Monograph","Language material ; Text","Volume","GB8600238","","9780140004564","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","272 pages, 19 cm","823.91 ; 823.912","","Fiction in English--1900-1945--Texts","","English","",""
"012311801","Monograph","Language material ; Text","Volume","GB9963499","","9781861062512","Păun, George","","person","","Orwell, George, 1903-1950 [person] ; Păun, George [person]","Nineteen ninety-four or the changeless change","Nineteen eighty-four","","","England","London","Minerva Press","1997","","222 pages, 21 cm","823.914","","Totalitarianism--Fiction","Fiction","English","Sequel to: Nineteen eighty-four / George Orwell. London : Martin Secker & Warburg, 1949",""
"012324168","Monograph","Language material ; Text","Volume","","","9780877957454","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; West, W. J. [person]","Orwell : the lost writings","The lost writings: spine and shelving title","","","United States of America","New York","Arbor House","1985","","","","87/06432","","","English","",""
"012368839","Monograph","Language material ; Text","Volume","","","9780333679784 ; 9780333679791","","","","","Yousaf, Nahem [person] ; Loughrey, Bryan [person] ; Holderness, Graham [person]","George Orwell","","","","England","London","Macmillan","1998","","240 pages, 22 cm","823.912","m00/21760","Orwell, George, 1903-1950--Criticism and interpretation","","English","Includes index",""
"012369283","Monograph","Language material ; Text","Volume","","","9780761811978","Waterman, David F.","","person","","Waterman, David F. [person]","Disordered bodies and disrupted borders : representations of resistance in modern British literature","","","","United States of America","Lanham, Maryland","America ; University Press","1998","","","820.9355","m00/30739","Schreiner, Olive, 1855-1920 ; Sex in literature ; English literature--20th century--History and criticism ; Body, Human, in literature ; Race in literature ; Orwell, George, 1903-1950 ; Protest literature, English--History and criticism ; Literature and society--Ireland--History--20th century ; Government, Resistance to, in literature ; Social problems in literature ; Literature and society--Great Britain--History--20th century","","English","",""
"012377274","Monograph","Language material ; Text","Volume","","","9780465030491","Hitchens, Christopher","","person","","Hitchens, Christopher [person]","Why Orwell matters","","","","United States of America","New York","Basic","2002","","","828.91209","m02/38922","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"012449631","Monograph","Language material ; Text","Volume","","","9781931824057","Reed, John","1969-","person","","Reed, John, 1969- [person]","Snowball's chance","","","","United States of America","New York","Roof","2002","","137 pages, 21 cm","","YA.2003.a.11221","Orwell, George, 1903-1950--Parodies, imitations, etc","Humour or satire ; Parody","English","",""
"012454201","Monograph","Language material ; Text","Volume","","","9788126900831","Rahman, Adibur","","person","","Rahman, Adibur [person]","George Orwell : a humanistic perspective","","","","India","New Delhi","Atlantic","2002","","vii, 134 pages, 23 cm","","YA.2003.a.15460","Orwell, George, 1903-1950--History and criticism ; Humanistic ethics","","English","",""
"012465947","Monograph","Language material ; Text","Volume","","","9789756799048","Zaman, Mehmet","","person","","Zaman, Mehmet [person]","Language and style in Swift and Orwell","","","","Turkey","Bursa","Uludağ Yayınları","1999","","128 pages, 20 cm","","ORW.2003.a.304","Orwell, George, 1903-1950--Literary style ; Swift, Jonathan, 1667-1745--Literary style","","English","",""
"012525022","Monograph","Language material ; Text","Volume","","","","Khubenova, T︠S︡vetana","1956-","person","","Khubenova, T︠S︡vetana, 1956- [person]","Anatomii︠a︡ na ili︠u︡zii︠a︡ta : satirichnite romani na Ivlin Uo, Oldŭs Khŭksli i Dzhordzh Oruel","","","","Bulgaria","Sofii︠a︡","Univ. izd-vo 'Sv. Kliment Okhridski'","1992","","164 pages, 22 cm","","YA.1993.a.26205","Huxley, Aldous, 1894-1963--Criticism and interpretation ; Orwell, George, 1903-1950--Criticism and interpretation ; Satire, English--History and criticism ; Waugh, Evelyn, 1903-1966--Criticism and interpretation","","Bulgarian","",""
"012526933","Monograph","Language material ; Text","Volume","","","9788020801593","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Farma zvířat : pohádkový příběh","Animal farm. Czech","Erb","","Czech Republic","Praha","Práce","1991","2nd vydání v nakladatełství Práce, 1. vydání v tomto překladu","74 pages, 21 cm","","YA.1993.a.22757","","","Czech","",""
"012550027","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Hold Katalánsku a Ohlédnutí za španělskou válkou","Homage to Catalonia. Czech ; Looking back on the Spanish war. Czech","Renega : knihy teorie i praxe","3 [Renega : knihy teorie i praxe]","Czechoslovakia","Praha","","1980","","259, xliii leaves","946.0810924","Cup.410.f.100","Spain--History--Civil War, 1936-1939--Personal narratives ; Spanish Civil War ; Underground literature--Czechoslovakia--20th century","","Czech","Samizdat publication ; Typescript (carbon copy)",""
"012550031","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Farma zvířat","Animal farm. Czech","","","Czechoslovakia","Praha","","1971","","72 leaves","823.91 ; 823.912","Cup.410.g.18","Fiction in English--1900-1945--Texts ; Underground literature--Czechoslovakia--20th century","","Czech","Samizdat publication ; Typescript (carbon copy)",""
